Runs,Games,Wins,Loss,W-L%
0,11,11,0,1
1,14,12,2,0.857
2,23,16,7,0.696
3,20,10,10,0.5
4,22,8,14,0.364
5,20,4,16,0.2
6,11,2,9,0.182
7,8,1,7,0.125
8,11,1,10,0.091
9,5,0,5,0
10,6,1,5,0.167
11,4,0,4,0
13,1,0,1,0
14,4,1,3,0.25
16,1,0,1,0
17,1,0,1,0
