Runs,Games,Wins,Loss,W-L%
0,8,8,0,1
1,14,14,0,1
2,19,16,3,0.842
3,23,19,4,0.826
4,18,10,8,0.556
5,21,13,8,0.619
6,13,4,9,0.308
7,15,5,10,0.333
8,12,1,11,0.083
9,9,1,8,0.111
10,3,0,3,0
11,4,0,4,0
12,2,0,2,0
14,1,0,1,0
