Runs,Games,Wins,Loss,W-L%
0,13,13,0,1
1,14,14,0,1
2,18,14,4,0.778
3,26,19,7,0.731
4,17,11,6,0.647
5,25,11,14,0.44
6,10,2,8,0.2
7,21,5,16,0.238
8,9,2,7,0.222
9,3,0,3,0
10,3,1,2,0.333
11,1,0,1,0
12,1,0,1,0
18,1,0,1,0
