Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
98,98,21-Jul,,PIT,"L,2-6",36,33,2,6,2,0,1,2,2,0,8,1,0,0,1,1,0,0,0.259,0.34,0.403,0.743,7,16,R,N.Kingham (58)
99,99,22-Jul,,PIT,"L,2-9",34,32,2,6,2,0,0,2,2,0,4,0,0,0,0,1,0,0,0.259,0.339,0.402,0.741,5,16,R,I.Nova (56)
100,100,23-Jul,,STL,"W,2-1",35,31,2,5,0,0,1,2,4,0,4,0,0,0,0,0,0,0,0.258,0.338,0.401,0.739,7,15,R,D.Poncedeleon (77)
101,101,24-Jul,,STL,"L,2-4",41,37,2,5,0,0,1,2,3,1,11,1,0,0,0,0,0,1,0.256,0.337,0.399,0.736,6,14,L,A.Gomber (65)
102,102,25-Jul,,STL,"W,7-3",37,31,7,10,3,0,3,7,6,0,12,0,0,0,0,1,0,0,0.257,0.338,0.402,0.739,6,14,R,J.Flaherty (53)
103,103,26-Jul,,PHI,"L,4-9",35,34,4,8,0,0,2,4,1,0,9,0,0,0,0,1,0,0,0.257,0.337,0.402,0.739,4,14,L,R.Suarez (41)
104,104,27-Jul,,PHI,"W,6-4",38,28,6,7,2,0,2,6,7,2,13,0,2,1,0,1,0,0,0.257,0.338,0.403,0.74,8,15,R,N.Pivetta (50)
105,105,28-Jul,,PHI,"W,6-2",41,31,6,11,5,0,0,6,6,0,5,1,3,0,0,1,0,0,0.258,0.339,0.404,0.743,11,15,R,V.Velasquez (46)
106,106,29-Jul,,PHI,"W,4-0",36,32,4,10,2,0,1,4,2,1,7,0,1,1,1,1,2,0,0.258,0.339,0.404,0.743,8,14,R,Z.Eflin (41)
107,107,31-Jul,@,DET,"L,1-2",32,30,1,5,3,1,0,1,1,0,8,0,0,1,0,0,0,0,0.257,0.338,0.404,0.741,4,9,L,M.Boyd (80)
108,108,01-Aug,@,DET,"L,4-7",37,35,4,11,1,0,0,4,2,0,6,0,0,0,0,1,1,0,0.258,0.338,0.403,0.741,6,9,R,M.Fiers (53)
109,109,02-Aug,@,WSN,"L,4-10",38,34,4,7,3,0,1,4,4,0,12,0,0,0,0,0,0,0,0.257,0.337,0.403,0.74,7,14,R,M.Scherzer (64)
110,110,Aug 4 (1),@,WSN,"W,7-1",44,38,7,13,2,0,2,7,5,0,11,0,0,1,0,0,1,1,0.258,0.338,0.404,0.743,10,13,L,G.Gonzalez (22)
111,111,Aug 4 (2),@,WSN,"L,2-6",35,32,2,6,2,0,2,2,1,0,6,2,0,0,0,1,0,0,0.258,0.338,0.405,0.742,6,14,R,J.Hellickson (56)
112,112,05-Aug,@,WSN,"L,1-2",33,33,1,7,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0.257,0.337,0.403,0.74,5,14,R,T.Roark (61)
