Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
36,36,08-May,,CLE,"W,3-2",34,32,3,8,1,0,2,3,2,1,5,0,0,0,2,1,0,0,0.235,0.304,0.382,0.686,7,15,R,C.Kluber (53)
37,37,09-May,,CLE,"L,2-6",31,29,2,5,1,0,0,2,1,0,14,0,0,1,0,2,0,0,0.234,0.301,0.378,0.679,2,14,R,C.Carrasco (82)
38,38,10-May,@,COL,"W,5-2",42,35,5,12,2,0,1,5,5,0,6,1,0,1,0,1,0,1,0.237,0.305,0.381,0.686,10,15,R,G.Marquez (20)
39,39,11-May,@,COL,"W,11-10",50,43,11,17,4,0,2,11,6,0,7,0,0,1,0,2,2,0,0.242,0.31,0.389,0.699,9,18,R,C.Bettis (19)
40,40,12-May,@,COL,"L,0-4",36,32,0,5,1,0,0,0,4,0,10,0,0,0,1,1,0,0,0.24,0.309,0.384,0.693,9,14,L,K.Freeland (67)
41,41,13-May,@,COL,"W,7-3",43,40,7,13,4,0,2,7,2,0,15,1,0,0,0,0,0,0,0.242,0.311,0.39,0.7,9,15,R,J.Gray (33)
42,42,14-May,@,ARI,"W,7-2",39,36,7,10,2,0,2,7,2,0,12,0,0,1,0,0,3,0,0.243,0.311,0.393,0.703,5,13,L,P.Corbin (51)
43,43,15-May,@,ARI,"L,1-2",33,32,1,5,3,0,0,1,1,0,10,0,0,0,1,1,0,0,0.241,0.308,0.389,0.697,5,14,R,Z.Greinke (64)
44,44,16-May,@,ARI,"W,8-2",38,36,8,10,2,0,4,8,2,0,2,0,0,0,0,0,1,0,0.242,0.308,0.396,0.704,3,13,R,M.Koch (12)
45,45,18-May,@,MIN,"W,8-3",44,38,8,15,4,0,3,7,5,1,9,0,0,1,0,2,0,0,0.246,0.312,0.405,0.717,9,9,R,K.Gibson (33)
46,46,19-May,@,MIN,"W,5-4",35,30,5,6,1,0,2,4,3,0,6,1,0,1,0,2,0,0,0.245,0.311,0.405,0.717,3,9,R,F.Romero (47)
47,47,20-May,@,MIN,"L,1-3",35,33,1,7,0,0,1,1,2,0,17,0,0,0,0,0,0,0,0.244,0.31,0.403,0.713,7,10,R,J.Odorizzi (63)
48,48,21-May,,ARI,"W,4-2",30,30,4,6,0,0,3,4,0,0,11,0,0,0,0,0,1,0,0.244,0.309,0.405,0.713,2,13,R,Z.Greinke (55)
49,49,22-May,,ARI,"W,1-0",30,26,1,4,1,0,0,1,3,0,8,0,0,1,0,0,0,1,0.242,0.307,0.401,0.709,5,14,R,M.Koch (60)
50,50,23-May,,ARI,"W,9-2",41,32,9,10,2,0,2,8,8,0,8,0,1,0,1,2,0,0,0.243,0.31,0.405,0.715,8,13,R,Z.Godley (15)
51,51,24-May,,NYM,"L,0-5",34,30,0,5,0,0,0,0,3,0,5,1,0,0,0,2,0,0,0.242,0.31,0.4,0.71,7,14,L,S.Matz (64)
52,52,25-May,,NYM,"W,4-3",40,37,4,9,1,0,1,4,3,1,12,0,0,0,1,1,2,0,0.242,0.309,0.399,0.709,7,15,R,N.Syndergaard (56)
53,53,26-May,,NYM,"W,17-6",51,43,17,19,6,1,2,17,8,0,9,0,0,0,1,1,2,0,0.247,0.315,0.408,0.723,10,16,L,J.Vargas (30)
54,54,27-May,,NYM,"W,8-7",38,35,8,11,2,0,1,8,3,0,8,0,0,0,1,1,0,0,0.248,0.316,0.409,0.725,6,14,R,Z.Wheeler (48)
