Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
29,29,04-May,@,STL,"L,2-3",38,38,2,10,2,0,0,2,0,0,5,0,0,0,1,0,0,0,0.244,0.322,0.403,0.724,9,15,R,M.Mikolas (67)
30,30,05-May,@,STL,"L,6-8",45,42,6,12,1,0,2,6,2,0,6,0,1,0,0,0,0,0,0.246,0.322,0.405,0.726,9,18,R,L.Weaver (35)
31,31,06-May,@,STL,"L,3-4",53,48,3,9,1,0,2,3,4,0,10,0,0,1,0,1,0,0,0.243,0.318,0.401,0.72,8,20,R,M.Wacha (52)
32,32,07-May,,MIA,"W,14-2",44,39,14,15,3,0,4,14,5,0,7,0,0,0,0,0,0,0,0.248,0.323,0.414,0.737,6,11,L,J.Garcia (23)
33,33,08-May,,MIA,"W,4-3",34,32,4,8,2,0,0,4,1,0,7,1,0,0,0,0,0,0,0.248,0.322,0.411,0.734,6,18,R,J.Urena (48)
34,34,09-May,,MIA,"W,13-4",45,39,13,17,5,2,3,13,4,0,9,0,1,1,0,0,0,0,0.254,0.327,0.427,0.754,8,13,L,W.Chen (8)
35,35,11-May,,CHW,"W,11-2",48,39,11,15,4,0,3,11,7,1,11,1,0,1,1,0,0,0,0.258,0.333,0.436,0.769,13,17,R,C.Fulmer (28)
36,36,12-May,,CHW,"W,8-4",41,33,8,9,0,1,2,8,8,0,4,0,0,0,0,0,2,0,0.259,0.335,0.438,0.773,9,15,R,J.Shields (39)
37,37,13-May,,CHW,"L,3-5",37,29,3,3,1,0,0,3,7,0,7,1,0,0,0,1,5,0,0.255,0.334,0.431,0.765,7,14,R,L.Giolito (49)
38,38,14-May,,ATL,"L,5-6",38,33,5,8,0,0,2,5,4,0,2,1,0,0,0,0,0,1,0.255,0.334,0.431,0.765,6,18,R,J.Teheran (46)
39,39,15-May,@,ATL,"W,3-2",38,33,3,6,3,0,0,2,5,0,15,0,0,0,0,0,0,1,0.253,0.333,0.427,0.761,8,16,R,M.Foltynewicz (64)
40,40,16-May,@,ATL,"L,1-4",36,33,1,8,2,0,0,1,2,0,11,0,1,0,0,1,0,0,0.253,0.332,0.425,0.757,8,15,R,B.McCarthy (64)
41,41,18-May,@,CIN,"W,8-1",49,40,8,16,3,0,0,7,8,3,5,0,1,0,0,2,1,0,0.257,0.337,0.426,0.763,14,14,R,H.Bailey (18)
42,42,May 19 (1),@,CIN,"L,4-5",51,43,4,12,4,1,1,4,8,3,10,0,0,0,0,2,1,0,0.258,0.339,0.428,0.766,14,17,R,L.Castillo (50)
43,43,May 19 (2),@,CIN,"W,10-0",46,36,10,11,2,1,1,10,8,1,9,0,0,2,0,0,0,0,0.259,0.341,0.429,0.77,9,13,R,S.Romano (27)
44,44,20-May,@,CIN,"W,6-1",42,35,6,10,1,0,3,6,6,1,7,0,0,1,1,2,0,0,0.259,0.342,0.433,0.774,9,14,R,T.Mahle (46)
45,45,22-May,,CLE,"L,1-10",39,36,1,10,1,1,1,1,3,0,9,0,0,0,0,0,1,0,0.26,0.341,0.433,0.774,11,14,R,T.Bauer (62)
